"Please enter the message.","Please enter the message."
"Please enter correct the Privacy setting.","Please enter correct the Privacy setting."
"We cannot specify the product.","We cannot specify the product."
"Please correct the  gift registry item quantity.","Please correct the  gift registry item quantity."
"Please correct the gift registry item ID.","Please correct the gift registry item ID."
"The quantity of ""%1"" product added to cart exceeds the quantity desired by the Gift Registry owner. The quantity added has been adjusted to meet remaining quantity %2.","The quantity of ""%1"" product added to cart exceeds the quantity desired by the Gift Registry owner. The quantity added has been adjusted to meet remaining quantity %2."
"Existing quantity of ""%1"" product in the cart has been replaced with quantity %2 just requested.","Existing quantity of ""%1"" product in the cart has been replaced with quantity %2 just requested."
"This product(s) is out of stock.","This product(s) is out of stock."
"Please correct the product for adding the item to the quote.","Please correct the product for adding the item to the quote."
"Please correct the item option format.","Please correct the item option format."
"An item option with code %1 already exists.","An item option with code %1 already exists."
"Ship to the recipient's address.","Ship to the recipient's address."
"Please enter a valid email address(for example, daniel@x.com).","Please enter a valid email address(for example, daniel@x.com)."
"-- All --","-- All --"
"All Forms","All Forms"
"Recipient Name Search","Recipient Name Search"
"Recipient Email Search","Recipient Email Search"
"Gift Registry ID Search","Gift Registry ID Search"
New,New
Owner,Owner
"Created on","Created on"
"Attribute Group","Attribute Group"
"Is Required","Is Required"
"Is Searcheable","Is Searcheable"
"We found an attribute with this static input type already in the gift registry type. Please select a different input type.","We found an attribute with this static input type already in the gift registry type. Please select a different input type."
"Show Region","Show Region"
"Date Format","Date Format"
"Please select a region, state or province.","Please select a region, state or province."
"Add All To Gift Registry ","Add All To Gift Registry "
"Ship to recipient's address","Ship to recipient's address"
"Use the gift registry shipping address","Use the gift registry shipping address"
"Added On","Added On"
"Qty Fulfilled","Qty Fulfilled"
"Update Gift Registry","Update Gift Registry"
"This gift registry has no items.","This gift registry has no items."
"Created On","Created On"
"Manage Items","Manage Items"
Share,Share
"No gift registries have been created.","No gift registries have been created."
"Remove Recipient","Remove Recipient"
"First Name:","First Name:"
Name:,Name:
"Email Address:","Email Address:"
Sender:,Sender:
Email:,Email:
Recipient:,Recipient:
"Maximum %1 email addresses.","Maximum %1 email addresses."
"Add Recipient","Add Recipient"
"Gift Registry Type","Gift Registry Type"
"Please select a gift registry type.","Please select a gift registry type."
"Remove recipients","Remove recipients"
"Last Name:","Last Name:"
"Recipients Information","Recipients Information"
"Maximum %1 recipients.","Maximum %1 recipients."
"Gift Registry Type:","Gift Registry Type:"
"Privacy Settings","Privacy Settings"
"Gift Registry Items Updated","Gift Registry Items Updated"
"Requested Quantity","Requested Quantity"
"Fulfilled Quantity","Fulfilled Quantity"
"Total Fulfilled Quantity","Total Fulfilled Quantity"
"Remaining Quantity","Remaining Quantity"
"Customize and Add to Gift Registry","Customize and Add to Gift Registry"
"Required Fields","Required Fields"
"Search Options","Search Options"
"For better search results, first choose a gift registry type. By default, we search all registry types.","For better search results, first choose a gift registry type. By default, we search all registry types."
"Type Specific Options","Type Specific Options"
"Gift Registry ID","Gift Registry ID"
"Search Results","Search Results"
Location,Location
"Your search returned no results.","Your search returned no results."
"Please enter at least two letters of the name.","Please enter at least two letters of the name."
Go,Go
"Search By","Search By"
"Please enter at least two letters.","Please enter at least two letters."
"Use gift registry shipping address","Use gift registry shipping address"
"You can change the number of gift registry items on the Gift Registry Info page or directly in your cart, but not while in checkout.","You can change the number of gift registry items on the Gift Registry Info page or directly in your cart, but not while in checkout."
"Email Sender","Email Sender"
"General Options","General Options"
"Enable Gift Registry","Enable Gift Registry"
"Maximum Recipients","Maximum Recipients"
"Owner Notification","Owner Notification"
"Gift Registry Sharing","Gift Registry Sharing"
"Maximum Sent Emails Threshold","Maximum Sent Emails Threshold"
"Gift Registry Update","Gift Registry Update"
"Event Information","Event Information"
"Gift Registry Details","Gift Registry Details"
"Event Country","Event Country"
"Event Region Id","Event Region Id"
"Event Region Text","Event Region Text"
"Event Location","Event Location"
"Gift Registry Quick Search Form","Gift Registry Quick Search Form"
"Quick Search Form Types","Quick Search Form Types"
"Default Template","Default Template"
Listed,Listed
